facilityid,id_overall,sd,smp,hs,s1,group,type,teach_num,sup_pnpm,sup_gov,sup_uni,sup_private,sup_ngo,sup_himpaudi,sup_socind,freq_wk,duration,tot_student,ratio,room_age_separate,parents_inv,refresher_training,visit_gov,room_avail,book,book_no,clean_water,toilet,bin,sink,weight_scale,heigth,head_measure,firstaid,facilities,population,household,poor_hh,poor_pct,poor_level,bpd,bpd_meet,cp_koperasi,cp_gotong_royong,cp_karangta3a,cp_health,cp_women,cp_labor,mean_cp,safe_play,safe_clean,safe_availplayground,safe_noharm,safe_noconflict,safe_ownership,mean_safe,pp_raskin,pp_blt,pp_pkh,pp_jamkesmas,pp_kur,pp_wash,pp_pnpminf,pp_pnpmeco,pp_pnpmsoc,pp_pnpmgen,mean_pp,market,capital_district,capital_regency,capital_prov,bank,terminal,health_service,hospital,primary_sc,junior_sc,high_school,university
176101,4.14,0,0,0.67,0.33,control,TK,3,No,Yes,No,No,Yes,No,No,6,150,15,5,0,Yes,Yes,1,1,1,20,1,2,1,1,1,1,0,1,25,3568,1085,430,39.63133641,Moderate-High,Yes,6,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,3,4,4,3,3,3.2,5,5,30,35,5,5,0.100000001,17,1,3,3,35
177001,3.99,0,0,0.75,0.25,treatment,KB,4,No,No,No,No,No,No,Yes,3,90,29,7,1,Yes,Yes,4,2,1,20,1,1,1,1,1,1,1,1,27,5623,1449,650,44.85852312,High,Yes,2,4,4,3,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,3,3,3,3.2,1,5,45,45,5,4,0.01,7,0.300000012,0.300000012,8,45
177104,3.265,0,0,0,1,control,TK,2,No,Yes,Yes,No,No,No,Yes,6,150,19,10,0,Yes,Yes,1,1,1,40,1,1,1,0,1,1,1,1,25,5623,1449,650,44.85852312,High,Yes,2,4,4,3,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,3,3,3,3.2,1,5,45,45,5,4,0.01,7,0.300000012,0.300000012,8,45
178002,3.395,0,0,0.5,0.5,treatment,KB,2,No,No,Yes,No,No,No,Yes,2,120,24,12,0,Yes,Yes,3,1,1,134,1,1,1,1,1,1,1,1,23,4810,1307,752,57.53634277,High,Yes,1,4,4,4,4,4,4,4,3,4,1,3,3,3,2.833333333,1,2,4,4,4,4,4,4,4,4,3.5,100,0.5,40,40,1,10,0.5,40,0.050000001,1,3,40
178203,3.98,0,0,1,0,control,KB,2,Yes,Yes,Yes,No,No,No,Yes,3,120,29,15,1,Yes,Yes,0,1,3,,1,1,1,1,1,1,1,1,15,4810,1307,752,57.53634277,High,Yes,1,4,4,4,4,4,4,4,3,4,1,3,3,3,2.833333333,1,2,4,4,4,4,4,4,4,4,3.5,100,0.5,40,40,1,10,0.5,40,0.050000001,1,3,40
179001,3.02,0,0,1,0,treatment,KB,3,No,Yes,No,No,No,No,Yes,3,120,27,9,0,Yes,Yes,0,1,0,,0,0,0,0,1,1,0,1,10,4422,1210,448,37.02479339,Moderate-High,Yes,5,4,4,4,4,4,4,4,3,4,1,3,3,3,2.833333333,1,2,4,4,4,4,4,4,3,4,3.4,2,4,43,45,4,3,0,45,0.100000001,0.5,1,45
179101,3.26,0,0,0.5,0.5,control,TK,2,No,Yes,Yes,No,No,No,Yes,6,150,25,13,0,Yes,Yes,1,1,1,20,1,1,1,0,1,1,1,1,24,4422,1210,448,37.02479339,Moderate-High,Yes,5,4,4,4,4,4,4,4,3,4,1,3,3,3,2.833333333,1,2,4,4,4,4,4,4,3,4,3.4,2,4,43,45,4,3,0,45,0.100000001,0.5,1,45
180001,3.67,0,0,0.75,0.25,treatment,KB,4,No,No,No,No,No,No,Yes,2,120,27,7,1,Yes,Yes,2,3,1,15,1,1,1,1,1,1,1,1,28,5132,1485,607,40.87542088,High,Yes,2,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,3,4,4,3,4,3.3,1.5,5,45,45,7,2,0.100000001,45,0.100000001,0.200000003,0.200000003,45
180104,3.59,0,0,0,1,control,TK,3,Yes,Yes,Yes,Yes,No,No,Yes,6,150,30,10,0,Yes,Yes,0,1,1,10,1,1,1,1,1,1,1,2,23,5132,1485,607,40.87542088,High,Yes,2,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,3,4,4,3,4,3.3,1.5,5,45,45,7,2,0.100000001,45,0.100000001,0.200000003,0.200000003,45
181101,3.92,0,0,0.25,0.75,control,TK,4,No,Yes,No,No,No,No,No,6,180,40,10,1,Yes,Yes,3,2,1,39,1,0,0,2,1,0,0,0,16,5491,1592,1200,75.37688442,High,Yes,4,4,3,4,4,4,4,3.833333333,3,3,1,4,3,3,2.833333333,1,2,4,2,2,2,4,4,1,4,2.6,0.300000012,20,25,53,15,25,0.400000006,25,0.5,0.300000012,0.400000006,15
182002,1.71,0,0,0.75,0.25,treatment,KB,4,No,Yes,No,No,No,No,No,6,150,44,11,1,Yes,Yes,12,2,1,100,1,1,1,1,1,1,1,1,14,5138,1652,757,45.82324455,High,Yes,2,4,4,4,4,4,4,4,3,3,1,3,3,2,2.5,1,2,4,4,3,2,4,4,1,4,2.9,3,12,20,45,10,20,1,20,0.5,5,5,20
182201,2.41,0,0,1,0,control,KB,3,No,Yes,No,No,No,No,No,6,120,32,11,1,Yes,Yes,1,2,1,6,1,1,2,1,0,0,0,0,11,5138,1652,757,45.82324455,High,Yes,2,4,4,4,4,4,4,4,3,3,1,3,3,2,2.5,1,2,4,4,3,2,4,4,1,4,2.9,3,12,20,45,10,20,1,20,0.5,5,5,20
183002,1.02,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,5,120,36,18,1,Yes,No,3,1,1,15,1,1,1,1,1,1,1,0,16,11152,3790,3790,100,High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,2,4,4,4,4,3.3,0.150000006,7,13,40,2,13,0.300000012,13,0.100000001,4.5,5,1
183103,3.555,0,0,0.75,0.25,control,TK,4,No,Yes,No,No,No,No,No,6,150,46,12,1,Yes,Yes,0,1,1,11,2,2,2,0,1,1,1,1,15,11152,3790,3790,100,High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,2,4,4,4,4,3.3,0.150000006,7,13,40,2,13,0.300000012,13,0.100000001,4.5,5,1
184001,4.28,0,0,0.5,0.5,treatment,KB,6,No,Yes,No,No,No,No,No,6,150,95,16,1,Yes,Yes,10,4,1,30,1,1,1,1,1,1,1,1,26,8657,2717,656,24.14427678,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,2,4,4,2,4,3.1,0.5,5,10,35,0.5,10,0.5,10,0.699999988,0.5,7,2
184101,1.03,0,0,0.25,0.75,control,TK,4,No,Yes,No,No,No,No,No,6,180,46,12,1,Yes,Yes,1,2,1,30,2,0,2,2,2,1,0,1,24,8657,2717,656,24.14427678,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,2,4,4,2,4,3.1,0.5,5,10,35,0.5,10,0.5,10,0.699999988,0.5,7,2
185002,1.275,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,5,150,38,38,1,Yes,No,5,1,0,,1,1,1,1,1,1,1,1,17,4096,1486,563,37.88694482,Moderate-High,Yes,8,4,3,4,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,1,2,4,4,1,4,2.7,2,2.5,9,40,3,9,1,9,0.050000001,0.100000001,2.5,6
185101,1.745,0,0,0,1,control,TK,2,No,Yes,No,No,No,No,No,6,150,43,22,1,Yes,No,2,2,1,4,0,0,0,0,0,0,0,0,8,4096,1486,563,37.88694482,Moderate-High,Yes,8,4,3,4,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,1,2,4,4,1,4,2.7,2,2.5,9,40,3,9,1,9,0.050000001,0.100000001,2.5,6
186001,2.05,0,0,0.2,0.8,treatment,KB,5,No,Yes,No,No,No,No,No,5,90,84,17,1,Yes,No,3,2,1,30,1,1,1,1,1,1,1,1,26,16605,4758,1849,38.86086591,Moderate-High,Yes,6,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,4,4,4,3,3,4,4,1,4,3.2,0.200000003,0.100000001,8,37,0.100000001,8,0.100000001,10,0.100000001,0.200000003,0.400000006,10
186101,3.735,0,0,0,1,control,TK,2,No,Yes,No,No,No,No,No,6,90,65,33,1,Yes,Yes,0,2,1,50,1,1,1,1,1,0,1,1,16,16605,4758,1849,38.86086591,Moderate-High,Yes,6,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,4,4,4,3,3,4,4,1,4,3.2,0.200000003,0.100000001,8,37,0.100000001,8,0.100000001,10,0.100000001,0.200000003,0.400000006,10
187002,5.14,0,0,1,0,treatment,KB,3,,,,,,,,6,120,61,20,1,Yes,No,1,1,1,20,1,1,1,1,1,1,0,1,25,15006,4716,1397,29.62256149,Moderate-High,Yes,1,4,4,4,4,3,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,2,0.400000006,5,36,0.5,6,0.300000012,6,0.300000012,0.400000006,0.25,7
187202,1.99,0,0,0.75,0.25,control,KB,4,No,Yes,No,No,No,No,No,6,150,34,9,0,Yes,No,4,1,3,,0,0,0,0,0,0,0,0,3,15006,4716,1397,29.62256149,Moderate-High,Yes,1,4,4,4,4,3,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,2,0.400000006,5,36,0.5,6,0.300000012,6,0.300000012,0.400000006,0.25,7
188002,4.545,0,0.67,0,0.33,treatment,KB,3,No,No,No,No,No,No,Yes,4,160,35,12,1,Yes,No,2,1,1,5,1,1,1,1,1,1,1,1,21,6449,2463,999,40.56029233,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,1,1,4,4,1,4,2.6,0.5,6,18,38,6,18,0.600000024,18,0.5,0.600000024,0.400000006,10
188101,3.675,0,0,0,1,control,TK,3,No,Yes,No,No,No,Yes,No,6,150,31,10,1,Yes,No,5,1,1,30,2,2,2,2,1,0,0,1,23,6449,2463,999,40.56029233,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,1,1,4,4,1,4,2.6,0.5,6,18,38,6,18,0.600000024,18,0.5,0.600000024,0.400000006,10
189201,2.42,0,0,1,0,control,KB,3,No,Yes,No,No,No,No,No,5,120,22,7,0,Yes,No,2,1,3,,0,0,0,0,0,0,0,2,6,4953,1625,578,35.56923077,Moderate-High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,4,4,15,45,7,4,0.050000001,15,0.200000003,0.5,5,15
189203,5.59,0,0,1,0,control,KB,3,No,Yes,No,No,No,No,No,6,90,41,14,1,Yes,Yes,0,1,1,16,1,1,1,1,2,2,1,2,17,4953,1625,578,35.56923077,Moderate-High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,4,4,15,45,7,4,0.050000001,15,0.200000003,0.5,5,15
190001,2.29,0,0,0.5,0.5,treatment,KB,4,No,Yes,No,No,No,No,Yes,5,120,47,12,0,Yes,No,10,1,1,50,1,1,1,1,1,1,1,1,19,7292,2459,1682,68.40178935,High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,2.5,2.5,7.5,35,5,7.5,0.100000001,7.5,0.100000001,2.5,2.5,35
190101,4.62,0,0,0.5,0.5,control,TK,4,No,Yes,No,No,No,No,Yes,6,180,43,11,1,Yes,Yes,1,1,1,43,1,2,2,1,0,0,0,1,19,7292,2459,1682,68.40178935,High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,2.5,2.5,7.5,35,5,7.5,0.100000001,7.5,0.100000001,2.5,2.5,35
191001,4.66,0,0,0.67,0.33,treatment,KB,3,No,Yes,No,No,No,No,No,5,120,42,14,1,Yes,No,9,1,1,5,1,1,1,1,1,1,0,1,26,8773,2542,705,27.73406766,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,0.050000001,0,15,32,0.200000003,15,0.150000006,15,0.02,0.300000012,3,15
191501,2.605,0,0,0.8,0.2,control,RA,5,No,No,No,No,No,No,No,6,120,30,6,0,Yes,No,3,1,3,,1,1,1,2,1,1,1,0,11,8773,2542,705,27.73406766,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,0.050000001,0,15,32,0.200000003,15,0.150000006,15,0.02,0.300000012,3,15
192501,2.045,0,0,0.6,0.4,control,RA,5,No,No,No,No,No,No,No,5,120,15,3,0,Yes,No,4,1,3,,1,1,2,0,0,0,0,2,11,8398,2301,1420,61.712299,High,Yes,3,4,4,4,4,4,4,4,3,3,1,3,3,2,2.5,1,2,4,4,1,1,4,4,1,4,2.6,0.5,17,23,54,17,23,0.5,23,0.300000012,0.050000001,0.5,12
192502,2.505,0,0,1,0,control,RA,5,No,No,No,No,No,No,Yes,6,150,58,12,1,Yes,No,2,2,1,15,2,2,2,0,0,0,0,0,8,8398,2301,1420,61.712299,High,Yes,3,4,4,4,4,4,4,4,3,3,1,3,3,2,2.5,1,2,4,4,1,1,4,4,1,4,2.6,0.5,17,23,54,17,23,0.5,23,0.300000012,0.050000001,0.5,12
193002,3.265,0,0,0.75,0.25,treatment,KB,4,,,,,,,,6,165,20,5,0,Yes,No,2,1,1,4,0,0,0,0,0,0,0,1,5,2753,1185,436,36.79324895,Moderate-High,Yes,1,4,4,4,4,3,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,4,4,1,2,4,4,1,4,2.7,2,2.5,22,41,2.5,22,1.5,22,0.5,1.5,3,25
194002,4.4,0,0,1,0,treatment,KB,4,No,Yes,No,No,No,No,No,6,150,32,8,1,Yes,Yes,0,1,1,32,1,1,1,0,1,0,0,0,12,6065,1981,1115,56.28470469,High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,2,2.5,1,2,4,4,2,1,2,4,1,4,2.5,0.100000001,21,31,65,21,21,8,31,0.5,5,5,21
194501,2.95,0,0,0.83,0.17,control,RA,6,No,No,No,No,No,No,No,6,110,23,4,0,Yes,No,0,1,1,30,2,1,0,0,0,0,0,0,6,6065,1981,1115,56.28470469,High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,2,2.5,1,2,4,4,2,1,2,4,1,4,2.5,0.100000001,21,31,65,21,21,8,31,0.5,5,5,21
195001,4.47,0,0,1,0,treatment,KB,2,No,Yes,No,No,No,No,No,6,120,33,17,1,No,Yes,2,1,1,24,1,1,1,1,1,1,1,1,19,4941,1919,997,51.95414278,High,Yes,9,4,3,3,4,4,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,4,4,4,4,4,3.3,9,17,25,65,17,25,3,25,0.100000001,2,1.5,25
195103,1,0,0,0.5,0.5,control,RA,4,No,Yes,No,No,No,No,No,6,180,25,6,0,Yes,No,0,1,3,,1,2,2,2,0,0,0,2,9,4941,1919,997,51.95414278,High,Yes,9,4,3,3,4,4,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,4,4,4,4,4,3.3,9,17,25,65,17,25,3,25,0.100000001,2,1.5,25
196002,5.14,0,0,0.75,0.25,treatment,KB,4,No,Yes,No,No,No,No,No,6,180,27,7,1,Yes,Yes,0,1,1,30,1,1,1,1,0,1,0,1,12,8942,2794,613,21.93987115,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,3.5,4,18,45,3.5,3.5,0.5,18,0.5,0.050000001,0.5,45
196101,4.28,0,0,0,1,control,TK,6,No,Yes,No,No,No,No,No,6,150,59,10,1,Yes,No,0,1,1,30,1,1,2,0,0,0,0,0,19,8942,2794,613,21.93987115,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,3.5,4,18,45,3.5,3.5,0.5,18,0.5,0.050000001,0.5,45
197002,1.6,0,0,0.5,0.5,treatment,KB,6,,,,,,,,6,120,58,10,0,Yes,No,3,1,1,10,1,1,1,0,1,1,1,1,8,7106,1913,602,31.46889702,Moderate-High,Yes,4,4,4,3,3,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,1,1,4,1,1,4,2.3,5,6,18,45,5,5,0.200000003,20,0.100000001,0.100000001,0.100000001,45
197102,5.34,0,0,0,1,control,TK,4,No,Yes,Yes,No,No,No,No,6,150,34,9,1,No,No,0,2,1,13,1,1,1,1,1,1,1,1,18,7106,1913,602,31.46889702,Moderate-High,Yes,4,4,4,3,3,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,1,1,4,1,1,4,2.3,5,6,18,45,5,5,0.200000003,20,0.100000001,0.100000001,0.100000001,45
198001,1.315,0,0,0.33,0.67,treatment,KB,3,No,Yes,No,No,No,No,No,5,180,23,8,0,Yes,Yes,2,1,1,25,1,0,0,0,1,1,1,1,5,6994,2097,862,41.10634239,High,Yes,2,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,6,6,25,45,6,6,0.01,25,0.200000003,0.5,2.5,45
198002,5.115,0,0,1,0,treatment,KB,2,No,Yes,No,No,No,No,No,6,180,32,16,1,Yes,No,3,1,1,12,1,1,1,1,1,1,1,1,22,6994,2097,862,41.10634239,High,Yes,2,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,6,6,25,45,6,6,0.01,25,0.200000003,0.5,2.5,45
199002,4.77,0,0,0.67,0.33,treatment,KB,3,No,Yes,No,No,No,No,No,6,150,38,13,1,Yes,No,1,1,1,10,1,1,1,1,1,1,1,1,26,5632,1906,596,31.26967471,Moderate-High,Yes,1,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,4,5,18,47,4,4,5,18,0.200000003,0.25,0.100000001,47
199103,1.845,0,0,0.4,0.6,control,TK,5,No,Yes,No,No,No,No,No,6,150,38,8,1,Yes,No,0,2,3,,1,1,0,0,0,0,0,2,9,5632,1906,596,31.26967471,Moderate-High,Yes,1,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,4,5,18,47,4,4,5,18,0.200000003,0.25,0.100000001,47
200102,5.14,0,0,0,1,control,TK,3,No,Yes,No,No,No,No,No,6,180,41,14,1,Yes,Yes,2,1,1,24,1,1,2,2,1,1,1,1,21,11501,3740,1076,28.77005348,Moderate-High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,0.400000006,0.5,14,42,0.5,0.400000006,0.5,14,0.200000003,0.150000006,0.400000006,17
200401,1.29,0,0,0.5,0.5,control,TPQ,2,No,No,No,No,No,No,No,6,120,32,16,0,No,No,0,1,3,,0,0,0,0,0,0,0,0,2,11501,3740,1076,28.77005348,Moderate-High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,0.400000006,0.5,14,42,0.5,0.400000006,0.5,14,0.200000003,0.150000006,0.400000006,17
201001,5.14,0,0,1,0,treatment,KB,2,,,,,,,,4,110,34,17,1,Yes,Yes,0,1,1,10,1,1,0,0,1,1,1,1,25,9788,3348,996,29.74910394,Moderate-High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,0.050000001,3,15,42,3,5,0.100000001,15,0.02,0.200000003,0.100000001,15
201101,1.66,0,0,0.6,0.4,control,TK,5,No,Yes,No,No,No,No,No,6,120,47,9,1,Yes,Yes,0,1,1,20,2,0,2,0,0,0,0,0,16,9788,3348,996,29.74910394,Moderate-High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,0.050000001,3,15,42,3,5,0.100000001,15,0.02,0.200000003,0.100000001,15
202001,5.14,0,0,0.5,0.5,treatment,KB,2,,,,,,,,6,120,40,20,1,Yes,Yes,0,1,1,25,1,1,1,1,1,1,1,1,29,5322,1311,671,51.18230359,High,Yes,1,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,4,4,4,1,4,3.1,0.25,2,13,45,2,2.5,0.25,13,0.100000001,0.300000012,0.5,13
202102,2.485,0,0,0.75,0.25,control,RA,4,No,Yes,No,No,No,No,No,6,150,49,12,0,Yes,No,0,1,1,10,2,2,2,0,0,0,0,0,14,5322,1311,671,51.18230359,High,Yes,1,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,4,4,4,1,4,3.1,0.25,2,13,45,2,2.5,0.25,13,0.100000001,0.300000012,0.5,13
203001,5.14,0,0,0.67,0.33,treatment,KB,3,,,,,,,,6,120,45,15,1,No,No,0,2,1,4,1,1,1,1,1,1,1,1,19,10893,2942,683,23.21549966,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,1,6,19,45,6,6,0.050000001,19,0.200000003,0.300000012,2,19
203101,3.95,0,0,0,1,control,TK,5,No,Yes,No,No,No,No,No,6,90,60,12,1,Yes,Yes,2,3,1,20,2,2,2,0,0,0,0,0,16,10893,2942,683,23.21549966,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,1,6,19,45,6,6,0.050000001,19,0.200000003,0.300000012,2,19
204002,3.955,0,0,0,1,treatment,KB,2,No,No,No,No,No,No,Yes,6,150,24,12,1,Yes,Yes,4,1,1,25,1,1,1,1,1,1,1,1,23,7401,2716,1229,45.25036819,High,Yes,9,4,3,4,3,4,4,3.666666667,2,3,3,3,3,3,2.833333333,1,2,4,4,1,2,4,4,4,4,3,0.5,8.5,20,40.79999924,8.5,8.5,0.25,25,0.300000012,0.300000012,8,25
204101,2.54,0,0,0,0.5,control,TK,2,No,Yes,No,No,No,No,No,6,150,67,34,1,Yes,Yes,0,2,3,,0,0,0,0,0,0,0,2,5,7401,2716,1229,45.25036819,High,Yes,9,4,3,4,3,4,4,3.666666667,2,3,3,3,3,3,2.833333333,1,2,4,4,1,2,4,4,4,4,3,0.5,8.5,20,40.79999924,8.5,8.5,0.25,25,0.300000012,0.300000012,8,25
205001,3.675,0,0,1,0,treatment,KB,2,No,Yes,No,No,No,No,No,5,120,46,23,1,Yes,Yes,3,1,1,100,1,1,1,1,0,0,0,1,23,10869,3571,1020,28.56342761,Moderate-High,Yes,10,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,2,4,1,4,3,0.5,3,17,40,3,0.5,0.02,17,0.100000001,2,0.5,40
205203,2.48,0,0,0.75,0.25,control,KB,4,No,Yes,No,No,No,No,No,5,150,65,16,0,Yes,Yes,2,1,1,14,2,2,0,0,0,0,0,1,11,10869,3571,1020,28.56342761,Moderate-High,Yes,10,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,2,4,1,4,3,0.5,3,17,40,3,0.5,0.02,17,0.100000001,2,0.5,40
206002,3.025,0,0,0,1,treatment,KB,2,No,Yes,Yes,No,No,No,No,6,120,41,21,1,Yes,Yes,4,2,1,50,1,1,1,0,1,1,0,1,20,6815,2423,934,38.54725547,Moderate-High,Yes,6,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.100000001,7,25,60,5,7,0.100000001,25,0.5,1,7,25
206101,2.46,0,0,0.2,0.8,control,TK,5,No,Yes,No,No,No,No,Yes,6,150,59,12,0,Yes,Yes,2,1,1,200,0,0,0,0,0,0,0,0,7,6815,2423,934,38.54725547,Moderate-High,Yes,6,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.100000001,7,25,60,5,7,0.100000001,25,0.5,1,7,25
207002,3.6,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,,,0,0,,No,Yes,3,1,1,15,1,1,1,0,1,1,1,1,23,8794,7776,751,9.657921811,Low,Yes,5,4,3,4,4,4,4,3.833333333,2,3,3,3,3,3,2.833333333,1,2,4,4,4,2,2,4,1,4,2.8,3,3,12,40,3,3,1,15,0.5,0.200000003,2,40
207101,3.675,0,0,0,1,control,TK,4,No,No,No,No,No,No,Yes,6,90,45,11,0,No,Yes,3,1,1,50,0,0,2,0,0,0,0,2,19,8794,7776,751,9.657921811,Low,Yes,5,4,3,4,4,4,4,3.833333333,2,3,3,3,3,3,2.833333333,1,2,4,4,4,2,2,4,1,4,2.8,3,3,12,40,3,3,1,15,0.5,0.200000003,2,40
208002,5.32,0,0.4,0.4,0.2,treatment,KB,5,No,Yes,No,No,No,No,No,6,180,47,9,1,Yes,Yes,5,1,1,25,1,1,1,1,1,1,1,1,26,7204,2470,956,38.70445344,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,3,3,15,60,3,3,3,15,0.02,2,3,15
208103,3.525,0,0,0.5,0.5,control,TK,4,No,Yes,No,No,No,No,No,6,180,49,12,1,Yes,Yes,4,1,3,,0,0,0,0,0,0,0,0,7,7204,2470,956,38.70445344,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,2,2,4,4,1,4,2.8,3,3,15,60,3,3,3,15,0.02,2,3,15
209102,2.085,0,0,0,1,control,TK,2,Yes,No,No,No,No,Yes,No,6,180,25,13,0,No,Yes,2,1,1,10,2,2,1,1,0,0,0,2,16,4511,1436,,,,Yes,2,4,3,3,1,4,4,3.166666667,3,3,3,3,3,2,2.833333333,1,2,4,4,4,4,4,4,4,4,3.5,3,3.5,12,42,3,3,1.5,12,0.5,0.75,1,1
209201,1.775,0,0,1,0,control,KB,2,No,Yes,No,No,No,No,No,6,120,27,14,0,No,Yes,1,1,1,5,1,1,1,0,0,0,0,0,9,4511,1436,,,,Yes,2,4,3,3,1,4,4,3.166666667,3,3,3,3,3,2,2.833333333,1,2,4,4,4,4,4,4,4,4,3.5,3,3.5,12,42,3,3,1.5,12,0.5,0.75,1,1
210001,2.75,0,0,0.75,0.25,treatment,KB,4,No,No,No,No,No,No,Yes,6,150,68,17,1,Yes,Yes,4,2,1,30,1,1,0,0,1,1,1,0,19,5444,1828,1481,81.01750547,High,Yes,7,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,1,6,20,45,6,7,0.02,20,0.150000006,3,1,20
